292,432,432,76.56660861991706,prova,session_1571401689676
305,487,627,76.56660861991706,prova,session_1571401689676
269,473,655,76.56660861991706,prova,session_1571401689676
294,447,651,76.56660861991706,prova,session_1571401689676
262,447,600,76.56660861991706,prova,session_1571401689676
105,360,545,76.56660861991706,prova,session_1571401689676
286,286,541,76.56660861991706,prova,session_1571401689676
289,469,469,76.56660861991706,prova,session_1571401689676
286,446,626,76.56660861991706,prova,session_1571401689676
244,424,584,76.56660861991706,prova,session_1571401689676
302,422,602,76.56660861991706,prova,session_1571401689676
269,449,569,76.56660861991706,prova,session_1571401689676
277,435,615,76.56660861991706,prova,session_1571401689676
256,431,589,76.56660861991706,prova,session_1571401689676
335,459,634,76.56660861991706,prova,session_1571401689676
278,484,608,76.56660861991706,prova,session_1571401689676
292,434,640,76.56660861991706,prova,session_1571401689676
246,440,582,76.56660861991706,prova,session_1571401689676
281,403,597,76.56660861991706,prova,session_1571401689676
256,429,551,76.56660861991706,prova,session_1571401689676
294,413,586,76.56660861991706,prova,session_1571401689676
287,467,586,76.56660861991706,prova,session_1571401689676
173,440,620,76.56660861991706,prova,session_1571401689676
325,325,592,76.56660861991706,prova,session_1571401689676
323,526,526,76.56660861991706,prova,session_1571401689676
147,445,648,76.56660861991706,prova,session_1571401689676
566,566,864,76.56660861991706,prova,session_1571401689676
259,713,713,76.56660861991706,prova,session_1571401689676
320,476,930,76.56660861991706,prova,session_1571401689676
139,454,610,76.56660861991706,prova,session_1571401689676
285,285,414,44.90637173299823,prova,session_1571401700450
296,475,475,44.90637173299823,prova,session_1571401700450
269,467,646,44.90637173299823,prova,session_1571401700450
289,447,645,44.90637173299823,prova,session_1571401700450
273,461,619,44.90637173299823,prova,session_1571401700450
220,385,573,44.90637173299823,prova,session_1571401700450
305,424,589,44.90637173299823,prova,session_1571401700450
275,478,597,44.90637173299823,prova,session_1571401700450
278,416,619,44.90637173299823,prova,session_1571401700450
239,429,567,44.90637173299823,prova,session_1571401700450
274,414,604,44.90637173299823,prova,session_1571401700450
320,482,622,44.90637173299823,prova,session_1571401700450
99,404,566,44.90637173299823,prova,session_1571401700450
351,351,656,44.90637173299823,prova,session_1571401700450
274,506,506,44.90637173299823,prova,session_1571401700450
264,419,651,44.90637173299823,prova,session_1571401700450
257,394,549,44.90637173299823,prova,session_1571401700450
265,417,554,44.90637173299823,prova,session_1571401700450
249,376,528,44.90637173299823,prova,session_1571401700450
261,417,544,44.90637173299823,prova,session_1571401700450
285,424,580,44.90637173299823,prova,session_1571401700450
320,470,609,44.90637173299823,prova,session_1571401700450
274,475,625,44.90637173299823,prova,session_1571401700450
314,460,661,44.90637173299823,prova,session_1571401700450
302,499,645,44.90637173299823,prova,session_1571401700450
248,442,639,44.90637173299823,prova,session_1571401700450
333,449,643,44.90637173299823,prova,session_1571401700450
203,434,550,44.90637173299823,prova,session_1571401700450
300,406,637,44.90637173299823,prova,session_1571401700450
284,468,574,44.90637173299823,prova,session_1571401700450
289,436,436,59.03385092940792,prova,session_1571401710833
306,489,636,59.03385092940792,prova,session_1571401710833
300,488,671,59.03385092940792,prova,session_1571401710833
284,473,661,59.03385092940792,prova,session_1571401710833
307,490,679,59.03385092940792,prova,session_1571401710833
112,416,599,59.03385092940792,prova,session_1571401710833
280,280,584,59.03385092940792,prova,session_1571401710833
269,452,452,59.03385092940792,prova,session_1571401710833
293,438,621,59.03385092940792,prova,session_1571401710833
251,461,606,59.03385092940792,prova,session_1571401710833
299,438,648,59.03385092940792,prova,session_1571401710833
106,385,524,59.03385092940792,prova,session_1571401710833
259,259,538,59.03385092940792,prova,session_1571401710833
244,406,406,59.03385092940792,prova,session_1571401710833
280,412,574,59.03385092940792,prova,session_1571401710833
252,404,536,59.03385092940792,prova,session_1571401710833
267,408,560,59.03385092940792,prova,session_1571401710833
279,434,575,59.03385092940792,prova,session_1571401710833
232,394,549,59.03385092940792,prova,session_1571401710833
265,387,549,59.03385092940792,prova,session_1571401710833
293,420,542,59.03385092940792,prova,session_1571401710833
320,493,620,59.03385092940792,prova,session_1571401710833
292,488,661,59.03385092940792,prova,session_1571401710833
316,455,651,59.03385092940792,prova,session_1571401710833
338,544,683,59.03385092940792,prova,session_1571401710833
267,486,692,59.03385092940792,prova,session_1571401710833
345,485,704,59.03385092940792,prova,session_1571401710833
116,454,594,59.03385092940792,prova,session_1571401710833
335,335,673,59.03385092940792,prova,session_1571401710833
282,488,488,59.03385092940792,prova,session_1571401710833
